"country_region_code","country_region","sub_country","sub_region_1","sub_region_2","iso_3166_2_code","census_fips_code","date","weekday","retail_and_recreation_percent_change_from_baseline","grocery_and_pharmacy_percent_change_from_baseline","parks_percent_change_from_baseline","transit_stations_percent_change_from_baseline","workplaces_percent_change_from_baseline","residential_percent_change_from_baseline"
"GB","United Kingdom","England","Norfolk","","GB-NFK",NA,2020-07-03,"Friday",-46,-10,55,-38,-40,14
"GB","United Kingdom","England","Norfolk","","GB-NFK",NA,2020-07-04,"Saturday",-47,-12,41,-31,-15,7
"GB","United Kingdom","England","Norfolk","","GB-NFK",NA,2020-07-05,"Sunday",-41,-13,103,-19,-11,4
"GB","United Kingdom","England","Norfolk","","GB-NFK",NA,2020-07-06,"Monday",-30,-7,130,-32,-40,13
"GB","United Kingdom","England","Norfolk","","GB-NFK",NA,2020-07-07,"Tuesday",-34,-9,108,-33,-41,13
"GB","United Kingdom","England","Norfolk","","GB-NFK",NA,2020-07-08,"Wednesday",-35,-8,93,-36,-40,13
"GB","United Kingdom","England","Norfolk","","GB-NFK",NA,2020-07-09,"Thursday",-36,-9,81,-36,-40,14
"GB","United Kingdom","England","Norfolk","","GB-NFK",NA,2020-07-10,"Friday",-34,-5,139,-30,-39,12
"GB","United Kingdom","England","Norfolk","","GB-NFK",NA,2020-07-11,"Saturday",-37,-6,124,-19,-12,5
"GB","United Kingdom","England","Norfolk","","GB-NFK",NA,2020-07-12,"Sunday",-32,-9,177,-9,-6,2
"GB","United Kingdom","England","Norfolk","","GB-NFK",NA,2020-07-13,"Monday",-26,-5,176,-28,-39,11
"GB","United Kingdom","England","Norfolk","","GB-NFK",NA,2020-07-14,"Tuesday",-25,-4,166,-28,-40,12
"GB","United Kingdom","England","North East Lincolnshire","","GB-NEL",NA,2020-02-15,"Saturday",-8,-3,-40,-5,-4,1
"GB","United Kingdom","England","North East Lincolnshire","","GB-NEL",NA,2020-02-16,"Sunday",0,-4,-33,-18,-1,1
"GB","United Kingdom","England","North East Lincolnshire","","GB-NEL",NA,2020-02-17,"Monday",7,-2,39,-6,-15,2
"GB","United Kingdom","England","North East Lincolnshire","","GB-NEL",NA,2020-02-18,"Tuesday",9,-2,50,3,-13,2
"GB","United Kingdom","England","North East Lincolnshire","","GB-NEL",NA,2020-02-19,"Wednesday",8,0,34,2,-14,2
"GB","United Kingdom","England","North East Lincolnshire","","GB-NEL",NA,2020-02-20,"Thursday",5,-2,3,-9,-15,3
"GB","United Kingdom","England","North East Lincolnshire","","GB-NEL",NA,2020-02-21,"Friday",3,-1,19,-5,-16,3
"GB","United Kingdom","England","North East Lincolnshire","","GB-NEL",NA,2020-02-22,"Saturday",-4,0,4,-1,-2,0
"GB","United Kingdom","England","North East Lincolnshire","","GB-NEL",NA,2020-02-23,"Sunday",-2,0,-2,0,0,0
"GB","United Kingdom","England","North East Lincolnshire","","GB-NEL",NA,2020-02-24,"Monday",-3,1,-12,0,0,1
"GB","United Kingdom","England","North East Lincolnshire","","GB-NEL",NA,2020-02-25,"Tuesday",2,5,10,6,1,0
"GB","United Kingdom","England","North East Lincolnshire","","GB-NEL",NA,2020-02-26,"Wednesday",-1,0,13,-4,0,0
"GB","United Kingdom","England","North East Lincolnshire","","GB-NEL",NA,2020-02-27,"Thursday",2,-1,0,3,0,1
"GB","United Kingdom","England","North East Lincolnshire","","GB-NEL",NA,2020-02-28,"Friday",-1,1,-19,1,-1,1
"GB","United Kingdom","England","North East Lincolnshire","","GB-NEL",NA,2020-02-29,"Saturday",7,2,-19,3,0,0
"GB","United Kingdom","England","North East Lincolnshire","","GB-NEL",NA,2020-03-01,"Sunday",11,2,28,-3,0,-1
"GB","United Kingdom","England","North East Lincolnshire","","GB-NEL",NA,2020-03-02,"Monday",5,2,25,0,1,0
"GB","United Kingdom","England","North East Lincolnshire","","GB-NEL",NA,2020-03-03,"Tuesday",6,3,34,8,1,0
"GB","United Kingdom","England","North East Lincolnshire","","GB-NEL",NA,2020-03-04,"Wednesday",4,5,28,6,0,0
"GB","United Kingdom","England","North East Lincolnshire","","GB-NEL",NA,2020-03-05,"Thursday",3,3,10,-3,1,0
"GB","United Kingdom","England","North East Lincolnshire","","GB-NEL",NA,2020-03-06,"Friday",4,4,53,1,2,0
"GB","United Kingdom","England","North East Lincolnshire","","GB-NEL",NA,2020-03-07,"Saturday",2,3,45,11,2,-1
"GB","United Kingdom","England","North East Lincolnshire","","GB-NEL",NA,2020-03-08,"Sunday",10,1,55,6,-1,-1
"GB","United Kingdom","England","North East Lincolnshire","","GB-NEL",NA,2020-03-09,"Monday",1,1,11,0,1,0
"GB","United Kingdom","England","North East Lincolnshire","","GB-NEL",NA,2020-03-10,"Tuesday",1,3,28,3,0,0
"GB","United Kingdom","England","North East Lincolnshire","","GB-NEL",NA,2020-03-11,"Wednesday",3,3,46,4,0,0
"GB","United Kingdom","England","North East Lincolnshire","","GB-NEL",NA,2020-03-12,"Thursday",5,9,19,1,-1,1
"GB","United Kingdom","England","North East Lincolnshire","","GB-NEL",NA,2020-03-13,"Friday",2,8,42,-2,-2,1
"GB","United Kingdom","England","North East Lincolnshire","","GB-NEL",NA,2020-03-14,"Saturday",0,10,29,-5,1,0
"GB","United Kingdom","England","North East Lincolnshire","","GB-NEL",NA,2020-03-15,"Sunday",3,11,15,-10,-2,0
"GB","United Kingdom","England","North East Lincolnshire","","GB-NEL",NA,2020-03-16,"Monday",2,21,48,-2,-1,1
"GB","United Kingdom","England","North East Lincolnshire","","GB-NEL",NA,2020-03-17,"Tuesday",-2,25,48,-10,-4,2
"GB","United Kingdom","England","North East Lincolnshire","","GB-NEL",NA,2020-03-18,"Wednesday",-10,24,7,-13,-9,5
"GB","United Kingdom","England","North East Lincolnshire","","GB-NEL",NA,2020-03-19,"Thursday",-5,25,31,-16,-11,5
"GB","United Kingdom","England","North East Lincolnshire","","GB-NEL",NA,2020-03-20,"Friday",-11,13,29,-11,-14,6
"GB","United Kingdom","England","North East Lincolnshire","","GB-NEL",NA,2020-03-21,"Saturday",-33,8,2,-20,-15,7
"GB","United Kingdom","England","North East Lincolnshire","","GB-NEL",NA,2020-03-22,"Sunday",-44,-9,6,-23,-18,NA
"GB","United Kingdom","England","North East Lincolnshire","","GB-NEL",NA,2020-03-23,"Monday",-36,-4,-5,-35,-31,11
"GB","United Kingdom","England","North East Lincolnshire","","GB-NEL",NA,2020-03-24,"Tuesday",-73,-24,-21,-53,-44,17
"GB","United Kingdom","England","North East Lincolnshire","","GB-NEL",NA,2020-03-25,"Wednesday",-75,-23,-24,-52,-51,19
"GB","United Kingdom","England","North East Lincolnshire","","GB-NEL",NA,2020-03-26,"Thursday",-74,-27,-25,-55,-53,20
"GB","United Kingdom","England","North East Lincolnshire","","GB-NEL",NA,2020-03-27,"Friday",-74,-28,-39,-55,-53,22
"GB","United Kingdom","England","North East Lincolnshire","","GB-NEL",NA,2020-03-28,"Saturday",-82,-38,-69,-62,-48,NA
"GB","United Kingdom","England","North East Lincolnshire","","GB-NEL",NA,2020-03-29,"Sunday",-85,-46,-72,-68,-46,NA
"GB","United Kingdom","England","North East Lincolnshire","","GB-NEL",NA,2020-03-30,"Monday",-73,-29,-42,-58,-55,20
"GB","United Kingdom","England","North East Lincolnshire","","GB-NEL",NA,2020-03-31,"Tuesday",-73,-28,-22,-53,-55,20
"GB","United Kingdom","England","North East Lincolnshire","","GB-NEL",NA,2020-04-01,"Wednesday",-75,-30,-36,-58,-55,21
"GB","United Kingdom","England","North East Lincolnshire","","GB-NEL",NA,2020-04-02,"Thursday",-73,-30,-36,-56,-56,21
"GB","United Kingdom","England","North East Lincolnshire","","GB-NEL",NA,2020-04-03,"Friday",-74,-29,-44,-60,-55,23
"GB","United Kingdom","England","North East Lincolnshire","","GB-NEL",NA,2020-04-04,"Saturday",-79,-36,-59,-59,-46,NA
"GB","United Kingdom","England","North East Lincolnshire","","GB-NEL",NA,2020-04-05,"Sunday",-82,-42,-50,-55,-42,NA
"GB","United Kingdom","England","North East Lincolnshire","","GB-NEL",NA,2020-04-06,"Monday",-71,-27,-33,-59,-55,20
"GB","United Kingdom","England","North East Lincolnshire","","GB-NEL",NA,2020-04-07,"Tuesday",-71,-26,-16,-53,-55,20
"GB","United Kingdom","England","North East Lincolnshire","","GB-NEL",NA,2020-04-08,"Wednesday",-71,-23,-30,-53,-56,20
"GB","United Kingdom","England","North East Lincolnshire","","GB-NEL",NA,2020-04-09,"Thursday",-67,-16,-45,-55,-56,21
"GB","United Kingdom","England","North East Lincolnshire","","GB-NEL",NA,2020-04-10,"Friday",-76,-32,-40,-63,-71,27
"GB","United Kingdom","England","North East Lincolnshire","","GB-NEL",NA,2020-04-11,"Saturday",-79,-33,-60,-54,-49,NA
"GB","United Kingdom","England","North East Lincolnshire","","GB-NEL",NA,2020-04-12,"Sunday",-91,-67,-56,-58,-50,NA
"GB","United Kingdom","England","North East Lincolnshire","","GB-NEL",NA,2020-04-13,"Monday",-78,-39,-53,-73,-74,27
"GB","United Kingdom","England","North East Lincolnshire","","GB-NEL",NA,2020-04-14,"Tuesday",-67,-21,-17,-52,-55,20
"GB","United Kingdom","England","North East Lincolnshire","","GB-NEL",NA,2020-04-15,"Wednesday",-69,-22,-18,-48,-54,20
"GB","United Kingdom","England","North East Lincolnshire","","GB-NEL",NA,2020-04-16,"Thursday",-69,-23,-18,-54,-55,21
"GB","United Kingdom","England","North East Lincolnshire","","GB-NEL",NA,2020-04-17,"Friday",-71,-27,-40,-54,-55,23
"GB","United Kingdom","England","North East Lincolnshire","","GB-NEL",NA,2020-04-18,"Saturday",-78,-33,-62,-55,-44,NA
"GB","United Kingdom","England","North East Lincolnshire","","GB-NEL",NA,2020-04-19,"Sunday",-78,-38,-38,-41,-39,NA
"GB","United Kingdom","England","North East Lincolnshire","","GB-NEL",NA,2020-04-20,"Monday",-68,-25,-27,-49,-52,19
"GB","United Kingdom","England","North East Lincolnshire","","GB-NEL",NA,2020-04-21,"Tuesday",-69,-22,-19,-51,-53,20
"GB","United Kingdom","England","North East Lincolnshire","","GB-NEL",NA,2020-04-22,"Wednesday",-70,-25,-18,-48,-53,20
"GB","United Kingdom","England","North East Lincolnshire","","GB-NEL",NA,2020-04-23,"Thursday",-67,-23,-22,-50,-53,20
"GB","United Kingdom","England","North East Lincolnshire","","GB-NEL",NA,2020-04-24,"Friday",-69,-25,-25,-47,-52,21
"GB","United Kingdom","England","North East Lincolnshire","","GB-NEL",NA,2020-04-25,"Saturday",-75,-28,-44,-51,-42,NA
"GB","United Kingdom","England","North East Lincolnshire","","GB-NEL",NA,2020-04-26,"Sunday",-77,-38,-34,-44,-40,NA
"GB","United Kingdom","England","North East Lincolnshire","","GB-NEL",NA,2020-04-27,"Monday",-66,-23,-14,-47,-50,18
"GB","United Kingdom","England","North East Lincolnshire","","GB-NEL",NA,2020-04-28,"Tuesday",-67,-24,-25,-47,-52,18
"GB","United Kingdom","England","North East Lincolnshire","","GB-NEL",NA,2020-04-29,"Wednesday",-70,-26,-38,-53,-51,20
"GB","United Kingdom","England","North East Lincolnshire","","GB-NEL",NA,2020-04-30,"Thursday",-68,-21,-26,-48,-51,20
"GB","United Kingdom","England","North East Lincolnshire","","GB-NEL",NA,2020-05-01,"Friday",-70,-22,-24,-49,-50,21
"GB","United Kingdom","England","North East Lincolnshire","","GB-NEL",NA,2020-05-02,"Saturday",-75,-27,-40,-51,-39,14
"GB","United Kingdom","England","North East Lincolnshire","","GB-NEL",NA,2020-05-03,"Sunday",-76,-35,-34,-40,-34,NA
"GB","United Kingdom","England","North East Lincolnshire","","GB-NEL",NA,2020-05-04,"Monday",-64,-22,-8,-47,-50,18
"GB","United Kingdom","England","North East Lincolnshire","","GB-NEL",NA,2020-05-05,"Tuesday",-64,-18,2,-42,-50,18
"GB","United Kingdom","England","North East Lincolnshire","","GB-NEL",NA,2020-05-06,"Wednesday",-65,-16,4,-45,-49,18
"GB","United Kingdom","England","North East Lincolnshire","","GB-NEL",NA,2020-05-07,"Thursday",-59,-5,7,-41,-49,17
"GB","United Kingdom","England","North East Lincolnshire","","GB-NEL",NA,2020-05-08,"Friday",-74,-28,-14,-56,-66,25
"GB","United Kingdom","England","North East Lincolnshire","","GB-NEL",NA,2020-05-09,"Saturday",-75,-25,-25,-54,-40,13
"GB","United Kingdom","England","North East Lincolnshire","","GB-NEL",NA,2020-05-10,"Sunday",-78,-34,-67,-58,-37,NA
"GB","United Kingdom","England","North East Lincolnshire","","GB-NEL",NA,2020-05-11,"Monday",-65,-19,-27,-47,-48,18
"GB","United Kingdom","England","North East Lincolnshire","","GB-NEL",NA,2020-05-12,"Tuesday",-64,-18,2,-47,-47,18
"GB","United Kingdom","England","North East Lincolnshire","","GB-NEL",NA,2020-05-13,"Wednesday",-63,-15,22,-45,-45,17
"GB","United Kingdom","England","North East Lincolnshire","","GB-NEL",NA,2020-05-14,"Thursday",-61,-14,48,-42,-44,16
"GB","United Kingdom","England","North East Lincolnshire","","GB-NEL",NA,2020-05-15,"Friday",-62,-17,29,-38,-44,18
"GB","United Kingdom","England","North East Lincolnshire","","GB-NEL",NA,2020-05-16,"Saturday",-69,-20,-6,-36,-31,11
"GB","United Kingdom","England","North East Lincolnshire","","GB-NEL",NA,2020-05-17,"Sunday",-67,-22,15,-29,-26,NA
"GB","United Kingdom","England","North East Lincolnshire","","GB-NEL",NA,2020-05-18,"Monday",-56,-13,35,-34,-43,16
"GB","United Kingdom","England","North East Lincolnshire","","GB-NEL",NA,2020-05-19,"Tuesday",-58,-14,NA,-38,-44,16
"GB","United Kingdom","England","North East Lincolnshire","","GB-NEL",NA,2020-05-20,"Wednesday",-59,-9,103,-20,-44,15
"GB","United Kingdom","England","North East Lincolnshire","","GB-NEL",NA,2020-05-21,"Thursday",-56,-8,71,-35,-43,16
"GB","United Kingdom","England","North East Lincolnshire","","GB-NEL",NA,2020-05-22,"Friday",-58,-15,14,-35,-42,17
"GB","United Kingdom","England","North East Lincolnshire","","GB-NEL",NA,2020-05-23,"Saturday",-67,-18,-22,-40,-28,11
"GB","United Kingdom","England","North East Lincolnshire","","GB-NEL",NA,2020-05-24,"Sunday",-64,-20,8,-37,-26,NA
"GB","United Kingdom","England","North East Lincolnshire","","GB-NEL",NA,2020-05-25,"Monday",-59,-18,NA,-33,-66,20
"GB","United Kingdom","England","North East Lincolnshire","","GB-NEL",NA,2020-05-26,"Tuesday",-51,-8,NA,-27,-41,14
"GB","United Kingdom","England","North East Lincolnshire","","GB-NEL",NA,2020-05-27,"Wednesday",-52,-7,86,-25,-41,15
"GB","United Kingdom","England","North East Lincolnshire","","GB-NEL",NA,2020-05-28,"Thursday",-51,-8,92,-26,-42,15
"GB","United Kingdom","England","North East Lincolnshire","","GB-NEL",NA,2020-05-29,"Friday",-54,-8,NA,-26,-40,16
"GB","United Kingdom","England","North East Lincolnshire","","GB-NEL",NA,2020-05-30,"Saturday",-62,-12,44,-17,-23,9
"GB","United Kingdom","England","North East Lincolnshire","","GB-NEL",NA,2020-05-31,"Sunday",-56,-12,NA,-9,-14,NA
"GB","United Kingdom","England","North East Lincolnshire","","GB-NEL",NA,2020-06-01,"Monday",-46,-5,88,-25,-37,13
"GB","United Kingdom","England","North East Lincolnshire","","GB-NEL",NA,2020-06-02,"Tuesday",-50,-9,NA,-20,-38,13
"GB","United Kingdom","England","North East Lincolnshire","","GB-NEL",NA,2020-06-03,"Wednesday",-55,-11,-11,-34,-39,15
"GB","United Kingdom","England","North East Lincolnshire","","GB-NEL",NA,2020-06-04,"Thursday",-53,-11,19,-36,-38,15
"GB","United Kingdom","England","North East Lincolnshire","","GB-NEL",NA,2020-06-05,"Friday",-56,-14,-8,-40,-39,16
"GB","United Kingdom","England","North East Lincolnshire","","GB-NEL",NA,2020-06-06,"Saturday",-64,-19,-38,-46,-26,11
"GB","United Kingdom","England","North East Lincolnshire","","GB-NEL",NA,2020-06-07,"Sunday",-64,-21,-38,-48,-22,NA
"GB","United Kingdom","England","North East Lincolnshire","","GB-NEL",NA,2020-06-08,"Monday",-48,-9,33,-31,-35,13
"GB","United Kingdom","England","North East Lincolnshire","","GB-NEL",NA,2020-06-09,"Tuesday",-49,-11,NA,-27,-35,12
"GB","United Kingdom","England","North East Lincolnshire","","GB-NEL",NA,2020-06-10,"Wednesday",-54,-11,-27,-39,-37,15
"GB","United Kingdom","England","North East Lincolnshire","","GB-NEL",NA,2020-06-11,"Thursday",-52,-14,-22,-47,-37,15
"GB","United Kingdom","England","North East Lincolnshire","","GB-NEL",NA,2020-06-12,"Friday",-57,-16,-36,-45,-37,16
"GB","United Kingdom","England","North East Lincolnshire","","GB-NEL",NA,2020-06-13,"Saturday",-60,-13,41,-28,-16,7
"GB","United Kingdom","England","North East Lincolnshire","","GB-NEL",NA,2020-06-14,"Sunday",-54,-16,40,-22,-14,NA
"GB","United Kingdom","England","North East Lincolnshire","","GB-NEL",NA,2020-06-15,"Monday",-35,-7,60,-30,-34,12
"GB","United Kingdom","England","North East Lincolnshire","","GB-NEL",NA,2020-06-16,"Tuesday",-39,-7,NA,-28,-34,12
"GB","United Kingdom","England","North East Lincolnshire","","GB-NEL",NA,2020-06-17,"Wednesday",-39,-5,73,-24,-34,12
"GB","United Kingdom","England","North East Lincolnshire","","GB-NEL",NA,2020-06-18,"Thursday",-48,-12,-26,-44,-37,14
"GB","United Kingdom","England","North East Lincolnshire","","GB-NEL",NA,2020-06-19,"Friday",-43,-6,21,-33,-34,12
"GB","United Kingdom","England","North East Lincolnshire","","GB-NEL",NA,2020-06-20,"Saturday",-48,-4,47,-15,-16,5
"GB","United Kingdom","England","North East Lincolnshire","","GB-NEL",NA,2020-06-21,"Sunday",-47,-8,48,-23,-8,5
"GB","United Kingdom","England","North East Lincolnshire","","GB-NEL",NA,2020-06-22,"Monday",-34,-7,106,-22,-36,11
"GB","United Kingdom","England","North East Lincolnshire","","GB-NEL",NA,2020-06-23,"Tuesday",-34,-2,NA,-21,-35,10
"GB","United Kingdom","England","North East Lincolnshire","","GB-NEL",NA,2020-06-24,"Wednesday",-34,-1,NA,-14,-32,11
"GB","United Kingdom","England","North East Lincolnshire","","GB-NEL",NA,2020-06-25,"Thursday",-33,-2,NA,-14,-33,10
"GB","United Kingdom","England","North East Lincolnshire","","GB-NEL",NA,2020-06-26,"Friday",-40,-6,72,-24,-33,12
"GB","United Kingdom","England","North East Lincolnshire","","GB-NEL",NA,2020-06-27,"Saturday",-49,-10,-6,-30,-18,7
"GB","United Kingdom","England","North East Lincolnshire","","GB-NEL",NA,2020-06-28,"Sunday",-42,-11,39,-18,-11,NA
"GB","United Kingdom","England","North East Lincolnshire","","GB-NEL",NA,2020-06-29,"Monday",-34,-8,2,-31,-33,12
"GB","United Kingdom","England","North East Lincolnshire","","GB-NEL",NA,2020-06-30,"Tuesday",-33,-5,77,-26,-31,10
"GB","United Kingdom","England","North East Lincolnshire","","GB-NEL",NA,2020-07-01,"Wednesday",-38,-6,42,-31,-32,11
"GB","United Kingdom","England","North East Lincolnshire","","GB-NEL",NA,2020-07-02,"Thursday",-39,-7,24,-35,-32,12
"GB","United Kingdom","England","North East Lincolnshire","","GB-NEL",NA,2020-07-03,"Friday",-39,-7,11,-33,-32,12
"GB","United Kingdom","England","North East Lincolnshire","","GB-NEL",NA,2020-07-04,"Saturday",-42,-9,40,-16,-15,5
"GB","United Kingdom","England","North East Lincolnshire","","GB-NEL",NA,2020-07-05,"Sunday",-36,-11,NA,-9,-9,4
"GB","United Kingdom","England","North East Lincolnshire","","GB-NEL",NA,2020-07-06,"Monday",-28,-5,93,-22,-33,9
"GB","United Kingdom","England","North East Lincolnshire","","GB-NEL",NA,2020-07-07,"Tuesday",-29,-6,64,-24,-32,10
"GB","United Kingdom","England","North East Lincolnshire","","GB-NEL",NA,2020-07-08,"Wednesday",-30,-5,85,-23,-31,10
"GB","United Kingdom","England","North East Lincolnshire","","GB-NEL",NA,2020-07-09,"Thursday",-33,-7,52,-30,-32,11
"GB","United Kingdom","England","North East Lincolnshire","","GB-NEL",NA,2020-07-10,"Friday",-34,-7,NA,-24,-31,10
"GB","United Kingdom","England","North East Lincolnshire","","GB-NEL",NA,2020-07-11,"Saturday",-37,-8,114,0,-12,3
"GB","United Kingdom","England","North East Lincolnshire","","GB-NEL",NA,2020-07-12,"Sunday",-26,-6,NA,16,-8,2
"GB","United Kingdom","England","North East Lincolnshire","","GB-NEL",NA,2020-07-13,"Monday",-24,-6,NA,-21,-32,9
"GB","United Kingdom","England","North East Lincolnshire","","GB-NEL",NA,2020-07-14,"Tuesday",-26,-6,NA,-21,-32,9
"GB","United Kingdom","England","North Lincolnshire","","GB-NLN",NA,2020-02-15,"Saturday",-8,-6,-35,-9,-4,2
"GB","United Kingdom","England","North Lincolnshire","","GB-NLN",NA,2020-02-16,"Sunday",-5,-6,-31,-21,-1,NA
"GB","United Kingdom","England","North Lincolnshire","","GB-NLN",NA,2020-02-17,"Monday",6,-4,-1,-9,-14,2
"GB","United Kingdom","England","North Lincolnshire","","GB-NLN",NA,2020-02-18,"Tuesday",5,-3,3,-2,-15,3
"GB","United Kingdom","England","North Lincolnshire","","GB-NLN",NA,2020-02-19,"Wednesday",0,-7,0,-7,-16,2
"GB","United Kingdom","England","North Lincolnshire","","GB-NLN",NA,2020-02-20,"Thursday",2,-6,-7,-5,-17,3
"GB","United Kingdom","England","North Lincolnshire","","GB-NLN",NA,2020-02-21,"Friday",2,-5,-9,-2,-15,3
"GB","United Kingdom","England","North Lincolnshire","","GB-NLN",NA,2020-02-22,"Saturday",-1,-1,-15,-1,-3,1
"GB","United Kingdom","England","North Lincolnshire","","GB-NLN",NA,2020-02-23,"Sunday",6,-1,-1,-1,-2,NA
"GB","United Kingdom","England","North Lincolnshire","","GB-NLN",NA,2020-02-24,"Monday",-2,-3,-20,-5,-1,1
"GB","United Kingdom","England","North Lincolnshire","","GB-NLN",NA,2020-02-25,"Tuesday",2,3,-4,1,1,1
"GB","United Kingdom","England","North Lincolnshire","","GB-NLN",NA,2020-02-26,"Wednesday",0,-1,3,2,0,0
"GB","United Kingdom","England","North Lincolnshire","","GB-NLN",NA,2020-02-27,"Thursday",3,1,3,4,-1,1
"GB","United Kingdom","England","North Lincolnshire","","GB-NLN",NA,2020-02-28,"Friday",2,-2,-14,-2,-1,1
"GB","United Kingdom","England","North Lincolnshire","","GB-NLN",NA,2020-02-29,"Saturday",5,1,-15,5,0,0
"GB","United Kingdom","England","North Lincolnshire","","GB-NLN",NA,2020-03-01,"Sunday",9,-2,9,-5,3,NA
"GB","United Kingdom","England","North Lincolnshire","","GB-NLN",NA,2020-03-02,"Monday",6,-1,9,5,1,0
"GB","United Kingdom","England","North Lincolnshire","","GB-NLN",NA,2020-03-03,"Tuesday",3,-2,0,2,1,1
"GB","United Kingdom","England","North Lincolnshire","","GB-NLN",NA,2020-03-04,"Wednesday",3,3,8,4,0,0
"GB","United Kingdom","England","North Lincolnshire","","GB-NLN",NA,2020-03-05,"Thursday",3,1,5,6,0,0
"GB","United Kingdom","England","North Lincolnshire","","GB-NLN",NA,2020-03-06,"Friday",6,2,20,3,1,0
"GB","United Kingdom","England","North Lincolnshire","","GB-NLN",NA,2020-03-07,"Saturday",5,2,18,15,1,0
"GB","United Kingdom","England","North Lincolnshire","","GB-NLN",NA,2020-03-08,"Sunday",8,1,15,0,5,-1
"GB","United Kingdom","England","North Lincolnshire","","GB-NLN",NA,2020-03-09,"Monday",1,0,6,-4,2,0
"GB","United Kingdom","England","North Lincolnshire","","GB-NLN",NA,2020-03-10,"Tuesday",4,3,3,2,1,1
"GB","United Kingdom","England","North Lincolnshire","","GB-NLN",NA,2020-03-11,"Wednesday",4,2,3,3,1,0
"GB","United Kingdom","England","North Lincolnshire","","GB-NLN",NA,2020-03-12,"Thursday",3,6,-4,3,-1,1
"GB","United Kingdom","England","North Lincolnshire","","GB-NLN",NA,2020-03-13,"Friday",1,7,4,0,0,1
"GB","United Kingdom","England","North Lincolnshire","","GB-NLN",NA,2020-03-14,"Saturday",-2,7,-13,-3,-2,1
"GB","United Kingdom","England","North Lincolnshire","","GB-NLN",NA,2020-03-15,"Sunday",-1,9,-3,-16,2,NA
"GB","United Kingdom","England","North Lincolnshire","","GB-NLN",NA,2020-03-16,"Monday",6,19,6,-2,-2,1
"GB","United Kingdom","England","North Lincolnshire","","GB-NLN",NA,2020-03-17,"Tuesday",-1,24,7,-2,-5,4
"GB","United Kingdom","England","North Lincolnshire","","GB-NLN",NA,2020-03-18,"Wednesday",-8,24,-17,-14,-11,6
"GB","United Kingdom","England","North Lincolnshire","","GB-NLN",NA,2020-03-19,"Thursday",-4,29,4,-6,-16,6
"GB","United Kingdom","England","North Lincolnshire","","GB-NLN",NA,2020-03-20,"Friday",-12,16,5,-11,-15,7
"GB","United Kingdom","England","North Lincolnshire","","GB-NLN",NA,2020-03-21,"Saturday",-35,13,2,-10,-15,7
"GB","United Kingdom","England","North Lincolnshire","","GB-NLN",NA,2020-03-22,"Sunday",-45,-1,26,-3,-19,NA
"GB","United Kingdom","England","North Lincolnshire","","GB-NLN",NA,2020-03-23,"Monday",-33,0,-3,-23,-30,11
"GB","United Kingdom","England","North Lincolnshire","","GB-NLN",NA,2020-03-24,"Tuesday",-61,-21,-20,-38,-45,18
"GB","United Kingdom","England","North Lincolnshire","","GB-NLN",NA,2020-03-25,"Wednesday",-63,-24,-18,-39,-51,20
"GB","United Kingdom","England","North Lincolnshire","","GB-NLN",NA,2020-03-26,"Thursday",-64,-24,-11,-40,-55,21
"GB","United Kingdom","England","North Lincolnshire","","GB-NLN",NA,2020-03-27,"Friday",-66,-28,-22,-47,-54,23
"GB","United Kingdom","England","North Lincolnshire","","GB-NLN",NA,2020-03-28,"Saturday",-75,-35,-56,-55,-50,NA
"GB","United Kingdom","England","North Lincolnshire","","GB-NLN",NA,2020-03-29,"Sunday",-79,-41,-56,-58,-46,NA
"GB","United Kingdom","England","North Lincolnshire","","GB-NLN",NA,2020-03-30,"Monday",-64,-29,-36,-52,-57,20
"GB","United Kingdom","England","North Lincolnshire","","GB-NLN",NA,2020-03-31,"Tuesday",-64,-28,-26,-45,-58,22
"GB","United Kingdom","England","North Lincolnshire","","GB-NLN",NA,2020-04-01,"Wednesday",-65,-29,-34,-54,-57,22
"GB","United Kingdom","England","North Lincolnshire","","GB-NLN",NA,2020-04-02,"Thursday",-65,-27,-30,-46,-58,22
"GB","United Kingdom","England","North Lincolnshire","","GB-NLN",NA,2020-04-03,"Friday",-66,-30,-32,-50,-58,23
"GB","United Kingdom","England","North Lincolnshire","","GB-NLN",NA,2020-04-04,"Saturday",-72,-29,-34,-47,-50,NA
"GB","United Kingdom","England","North Lincolnshire","","GB-NLN",NA,2020-04-05,"Sunday",-74,-37,-30,-45,-46,NA
"GB","United Kingdom","England","North Lincolnshire","","GB-NLN",NA,2020-04-06,"Monday",-62,-26,-26,-48,-57,20
"GB","United Kingdom","England","North Lincolnshire","","GB-NLN",NA,2020-04-07,"Tuesday",-63,-24,-9,-42,-58,21
"GB","United Kingdom","England","North Lincolnshire","","GB-NLN",NA,2020-04-08,"Wednesday",-61,-24,-17,-43,-58,21
"GB","United Kingdom","England","North Lincolnshire","","GB-NLN",NA,2020-04-09,"Thursday",-58,-16,-33,-45,-59,21
"GB","United Kingdom","England","North Lincolnshire","","GB-NLN",NA,2020-04-10,"Friday",-68,-30,-32,-55,-74,28
"GB","United Kingdom","England","North Lincolnshire","","GB-NLN",NA,2020-04-11,"Saturday",-71,-25,-39,-42,-51,NA
"GB","United Kingdom","England","North Lincolnshire","","GB-NLN",NA,2020-04-12,"Sunday",-90,-61,-35,-48,-53,NA
