"country_region_code","country_region","sub_country","sub_region_1","sub_region_2","iso_3166_2_code","census_fips_code","date","weekday","retail_and_recreation_percent_change_from_baseline","grocery_and_pharmacy_percent_change_from_baseline","parks_percent_change_from_baseline","transit_stations_percent_change_from_baseline","workplaces_percent_change_from_baseline","residential_percent_change_from_baseline"
"GB","United Kingdom","England","Bath and North East Somerset","","GB-BAS",NA,2020-02-15,"Saturday",-13,-10,-48,-10,1,3
"GB","United Kingdom","England","Bath and North East Somerset","","GB-BAS",NA,2020-02-16,"Sunday",-2,-3,-26,2,-3,NA
"GB","United Kingdom","England","Bath and North East Somerset","","GB-BAS",NA,2020-02-17,"Monday",22,2,32,7,-9,1
"GB","United Kingdom","England","Bath and North East Somerset","","GB-BAS",NA,2020-02-18,"Tuesday",26,1,38,12,-9,1
"GB","United Kingdom","England","Bath and North East Somerset","","GB-BAS",NA,2020-02-19,"Wednesday",22,0,32,6,-11,2
"GB","United Kingdom","England","Bath and North East Somerset","","GB-BAS",NA,2020-02-20,"Thursday",16,2,17,4,-10,2
"GB","United Kingdom","England","Bath and North East Somerset","","GB-BAS",NA,2020-02-21,"Friday",15,-1,37,8,-14,2
"GB","United Kingdom","England","Bath and North East Somerset","","GB-BAS",NA,2020-02-22,"Saturday",11,-1,-4,16,3,-1
"GB","United Kingdom","England","Bath and North East Somerset","","GB-BAS",NA,2020-02-23,"Sunday",6,1,-2,15,2,NA
"GB","United Kingdom","England","Bath and North East Somerset","","GB-BAS",NA,2020-02-24,"Monday",-4,0,-14,2,3,1
"GB","United Kingdom","England","Bath and North East Somerset","","GB-BAS",NA,2020-02-25,"Tuesday",1,2,-1,10,7,0
"GB","United Kingdom","England","Bath and North East Somerset","","GB-BAS",NA,2020-02-26,"Wednesday",7,0,14,5,4,0
"GB","United Kingdom","England","Bath and North East Somerset","","GB-BAS",NA,2020-02-27,"Thursday",2,3,10,6,6,0
"GB","United Kingdom","England","Bath and North East Somerset","","GB-BAS",NA,2020-02-28,"Friday",-3,0,-23,11,4,1
"GB","United Kingdom","England","Bath and North East Somerset","","GB-BAS",NA,2020-02-29,"Saturday",2,3,-31,7,5,0
"GB","United Kingdom","England","Bath and North East Somerset","","GB-BAS",NA,2020-03-01,"Sunday",19,6,30,31,5,-1
"GB","United Kingdom","England","Bath and North East Somerset","","GB-BAS",NA,2020-03-02,"Monday",6,3,12,6,5,0
"GB","United Kingdom","England","Bath and North East Somerset","","GB-BAS",NA,2020-03-03,"Tuesday",12,3,14,8,6,-1
"GB","United Kingdom","England","Bath and North East Somerset","","GB-BAS",NA,2020-03-04,"Wednesday",0,0,-11,1,4,1
"GB","United Kingdom","England","Bath and North East Somerset","","GB-BAS",NA,2020-03-05,"Thursday",-2,7,-8,3,5,1
"GB","United Kingdom","England","Bath and North East Somerset","","GB-BAS",NA,2020-03-06,"Friday",3,5,28,8,6,0
"GB","United Kingdom","England","Bath and North East Somerset","","GB-BAS",NA,2020-03-07,"Saturday",2,4,4,11,8,-1
"GB","United Kingdom","England","Bath and North East Somerset","","GB-BAS",NA,2020-03-08,"Sunday",4,3,8,16,4,-1
"GB","United Kingdom","England","Bath and North East Somerset","","GB-BAS",NA,2020-03-09,"Monday",1,5,-1,-2,2,1
"GB","United Kingdom","England","Bath and North East Somerset","","GB-BAS",NA,2020-03-10,"Tuesday",-3,2,-1,2,3,1
"GB","United Kingdom","England","Bath and North East Somerset","","GB-BAS",NA,2020-03-11,"Wednesday",2,6,20,0,3,1
"GB","United Kingdom","England","Bath and North East Somerset","","GB-BAS",NA,2020-03-12,"Thursday",-2,11,-3,0,3,1
"GB","United Kingdom","England","Bath and North East Somerset","","GB-BAS",NA,2020-03-13,"Friday",-2,11,12,-3,0,3
"GB","United Kingdom","England","Bath and North East Somerset","","GB-BAS",NA,2020-03-14,"Saturday",-2,13,-4,-4,4,2
"GB","United Kingdom","England","Bath and North East Somerset","","GB-BAS",NA,2020-03-15,"Sunday",-11,8,18,18,-12,NA
"GB","United Kingdom","England","Bath and North East Somerset","","GB-BAS",NA,2020-03-16,"Monday",-6,21,36,-8,-7,4
"GB","United Kingdom","England","Bath and North East Somerset","","GB-BAS",NA,2020-03-17,"Tuesday",-22,24,1,-24,-16,8
"GB","United Kingdom","England","Bath and North East Somerset","","GB-BAS",NA,2020-03-18,"Wednesday",-35,16,0,-40,-30,13
"GB","United Kingdom","England","Bath and North East Somerset","","GB-BAS",NA,2020-03-19,"Thursday",-40,21,-17,-45,-35,15
"GB","United Kingdom","England","Bath and North East Somerset","","GB-BAS",NA,2020-03-20,"Friday",-47,5,-9,-47,-38,16
"GB","United Kingdom","England","Bath and North East Somerset","","GB-BAS",NA,2020-03-21,"Saturday",-66,-1,-17,-49,-32,NA
"GB","United Kingdom","England","Bath and North East Somerset","","GB-BAS",NA,2020-03-22,"Sunday",-69,-17,9,-45,-44,NA
"GB","United Kingdom","England","Bath and North East Somerset","","GB-BAS",NA,2020-03-23,"Monday",-60,-13,3,-56,-55,19
"GB","United Kingdom","England","Bath and North East Somerset","","GB-BAS",NA,2020-03-24,"Tuesday",-79,-33,-20,-70,-67,25
"GB","United Kingdom","England","Bath and North East Somerset","","GB-BAS",NA,2020-03-25,"Wednesday",-82,-31,-16,-73,-72,29
"GB","United Kingdom","England","Bath and North East Somerset","","GB-BAS",NA,2020-03-26,"Thursday",-83,-32,-18,-72,-74,29
"GB","United Kingdom","England","Bath and North East Somerset","","GB-BAS",NA,2020-03-27,"Friday",-86,-35,-38,-74,-73,30
"GB","United Kingdom","England","Bath and North East Somerset","","GB-BAS",NA,2020-03-28,"Saturday",-91,-44,-69,-75,-64,NA
"GB","United Kingdom","England","Bath and North East Somerset","","GB-BAS",NA,2020-03-29,"Sunday",-91,-48,-54,-75,-66,NA
"GB","United Kingdom","England","Bath and North East Somerset","","GB-BAS",NA,2020-03-30,"Monday",-85,-40,-45,-76,-75,29
"GB","United Kingdom","England","Bath and North East Somerset","","GB-BAS",NA,2020-03-31,"Tuesday",-83,-37,-24,-73,-76,28
"GB","United Kingdom","England","Bath and North East Somerset","","GB-BAS",NA,2020-04-01,"Wednesday",-86,-39,-34,-77,-75,30
"GB","United Kingdom","England","Bath and North East Somerset","","GB-BAS",NA,2020-04-02,"Thursday",-85,-37,-32,-77,-75,30
"GB","United Kingdom","England","Bath and North East Somerset","","GB-BAS",NA,2020-04-03,"Friday",-86,-37,-32,-75,-74,31
"GB","United Kingdom","England","Bath and North East Somerset","","GB-BAS",NA,2020-04-04,"Saturday",-91,-44,-56,-75,-63,NA
"GB","United Kingdom","England","Bath and North East Somerset","","GB-BAS",NA,2020-04-05,"Sunday",-90,-47,-37,-71,-64,NA
"GB","United Kingdom","England","Bath and North East Somerset","","GB-BAS",NA,2020-04-06,"Monday",-84,-41,-29,-76,-76,28
"GB","United Kingdom","England","Bath and North East Somerset","","GB-BAS",NA,2020-04-07,"Tuesday",-84,-38,-14,-73,-76,28
"GB","United Kingdom","England","Bath and North East Somerset","","GB-BAS",NA,2020-04-08,"Wednesday",-85,-35,-23,-74,-76,29
"GB","United Kingdom","England","Bath and North East Somerset","","GB-BAS",NA,2020-04-09,"Thursday",-83,-26,-13,-71,-76,29
"GB","United Kingdom","England","Bath and North East Somerset","","GB-BAS",NA,2020-04-10,"Friday",-89,-43,-22,-78,-86,NA
"GB","United Kingdom","England","Bath and North East Somerset","","GB-BAS",NA,2020-04-11,"Saturday",-91,-38,-54,-74,-64,NA
"GB","United Kingdom","England","Bath and North East Somerset","","GB-BAS",NA,2020-04-12,"Sunday",-92,-65,-40,-70,-68,NA
"GB","United Kingdom","England","Bath and North East Somerset","","GB-BAS",NA,2020-04-13,"Monday",-88,-50,-22,-80,-87,NA
"GB","United Kingdom","England","Bath and North East Somerset","","GB-BAS",NA,2020-04-14,"Tuesday",-83,-33,-12,-73,-76,28
"GB","United Kingdom","England","Bath and North East Somerset","","GB-BAS",NA,2020-04-15,"Wednesday",-85,-37,-16,-73,-75,29
"GB","United Kingdom","England","Bath and North East Somerset","","GB-BAS",NA,2020-04-16,"Thursday",-85,-35,-17,-72,-74,30
"GB","United Kingdom","England","Bath and North East Somerset","","GB-BAS",NA,2020-04-17,"Friday",-89,-45,-61,-79,-75,32
"GB","United Kingdom","England","Bath and North East Somerset","","GB-BAS",NA,2020-04-18,"Saturday",-92,-48,-68,-75,-61,NA
"GB","United Kingdom","England","Bath and North East Somerset","","GB-BAS",NA,2020-04-19,"Sunday",-88,-44,-22,-66,-59,NA
"GB","United Kingdom","England","Bath and North East Somerset","","GB-BAS",NA,2020-04-20,"Monday",-84,-41,-13,-70,-73,28
"GB","United Kingdom","England","Bath and North East Somerset","","GB-BAS",NA,2020-04-21,"Tuesday",-83,-38,-2,-69,-73,28
"GB","United Kingdom","England","Bath and North East Somerset","","GB-BAS",NA,2020-04-22,"Wednesday",-84,-39,-9,-70,-74,29
"GB","United Kingdom","England","Bath and North East Somerset","","GB-BAS",NA,2020-04-23,"Thursday",-84,-33,2,-68,-74,29
"GB","United Kingdom","England","Bath and North East Somerset","","GB-BAS",NA,2020-04-24,"Friday",-86,-36,-14,-70,-73,30
"GB","United Kingdom","England","Bath and North East Somerset","","GB-BAS",NA,2020-04-25,"Saturday",-89,-40,-39,-67,-57,NA
"GB","United Kingdom","England","Bath and North East Somerset","","GB-BAS",NA,2020-04-26,"Sunday",-87,-42,-14,-63,-60,NA
"GB","United Kingdom","England","Bath and North East Somerset","","GB-BAS",NA,2020-04-27,"Monday",-83,-39,-14,-70,-73,28
"GB","United Kingdom","England","Bath and North East Somerset","","GB-BAS",NA,2020-04-28,"Tuesday",-86,-42,-51,-76,-74,27
"GB","United Kingdom","England","Bath and North East Somerset","","GB-BAS",NA,2020-04-29,"Wednesday",-85,-40,-29,-73,-73,30
"GB","United Kingdom","England","Bath and North East Somerset","","GB-BAS",NA,2020-04-30,"Thursday",-87,-36,-37,-72,-73,30
"GB","United Kingdom","England","Bath and North East Somerset","","GB-BAS",NA,2020-05-01,"Friday",-87,-37,-30,-71,-72,30
"GB","United Kingdom","England","Bath and North East Somerset","","GB-BAS",NA,2020-05-02,"Saturday",-90,-39,-37,-64,-57,NA
"GB","United Kingdom","England","Bath and North East Somerset","","GB-BAS",NA,2020-05-03,"Sunday",-91,-45,-42,-68,-61,NA
"GB","United Kingdom","England","Bath and North East Somerset","","GB-BAS",NA,2020-05-04,"Monday",-84,-36,2,-67,-72,27
"GB","United Kingdom","England","Bath and North East Somerset","","GB-BAS",NA,2020-05-05,"Tuesday",-84,-34,-9,-67,-72,27
"GB","United Kingdom","England","Bath and North East Somerset","","GB-BAS",NA,2020-05-06,"Wednesday",-84,-33,13,-67,-71,28
"GB","United Kingdom","England","Bath and North East Somerset","","GB-BAS",NA,2020-05-07,"Thursday",-83,-23,13,-63,-71,27
"GB","United Kingdom","England","Bath and North East Somerset","","GB-BAS",NA,2020-05-08,"Friday",-88,-38,6,-70,-83,NA
"GB","United Kingdom","England","Bath and North East Somerset","","GB-BAS",NA,2020-05-09,"Saturday",-89,-37,-26,-62,-58,NA
"GB","United Kingdom","England","Bath and North East Somerset","","GB-BAS",NA,2020-05-10,"Sunday",-91,-42,-44,-68,-61,NA
"GB","United Kingdom","England","Bath and North East Somerset","","GB-BAS",NA,2020-05-11,"Monday",-84,-36,-16,-68,-71,27
"GB","United Kingdom","England","Bath and North East Somerset","","GB-BAS",NA,2020-05-12,"Tuesday",-81,-31,15,-63,-70,26
"GB","United Kingdom","England","Bath and North East Somerset","","GB-BAS",NA,2020-05-13,"Wednesday",-83,-33,1,-66,-70,27
"GB","United Kingdom","England","Bath and North East Somerset","","GB-BAS",NA,2020-05-14,"Thursday",-80,-29,33,-63,-69,25
"GB","United Kingdom","England","Bath and North East Somerset","","GB-BAS",NA,2020-05-15,"Friday",-83,-32,13,-61,-69,27
"GB","United Kingdom","England","Bath and North East Somerset","","GB-BAS",NA,2020-05-16,"Saturday",-86,-33,-14,-57,-54,NA
"GB","United Kingdom","England","Bath and North East Somerset","","GB-BAS",NA,2020-05-17,"Sunday",-84,-35,26,-47,-54,NA
"GB","United Kingdom","England","Bath and North East Somerset","","GB-BAS",NA,2020-05-18,"Monday",-78,-32,36,-59,-68,24
"GB","United Kingdom","England","Bath and North East Somerset","","GB-BAS",NA,2020-05-19,"Tuesday",-78,-30,51,-58,-68,24
"GB","United Kingdom","England","Bath and North East Somerset","","GB-BAS",NA,2020-05-20,"Wednesday",-78,-25,79,-57,-68,25
"GB","United Kingdom","England","Bath and North East Somerset","","GB-BAS",NA,2020-05-21,"Thursday",-77,-24,61,-56,-68,25
"GB","United Kingdom","England","Bath and North East Somerset","","GB-BAS",NA,2020-05-22,"Friday",-81,-29,15,-58,-67,26
"GB","United Kingdom","England","Bath and North East Somerset","","GB-BAS",NA,2020-05-23,"Saturday",-85,-30,-21,-58,-50,NA
"GB","United Kingdom","England","Bath and North East Somerset","","GB-BAS",NA,2020-05-24,"Sunday",-80,-26,59,-36,-52,NA
"GB","United Kingdom","England","Bath and North East Somerset","","GB-BAS",NA,2020-05-25,"Monday",-75,-29,NA,-54,-84,NA
"GB","United Kingdom","England","Bath and North East Somerset","","GB-BAS",NA,2020-05-26,"Tuesday",-74,-22,86,-54,-68,23
"GB","United Kingdom","England","Bath and North East Somerset","","GB-BAS",NA,2020-05-27,"Wednesday",-76,-23,76,-54,-67,24
"GB","United Kingdom","England","Bath and North East Somerset","","GB-BAS",NA,2020-05-28,"Thursday",-74,-21,84,-52,-67,24
"GB","United Kingdom","England","Bath and North East Somerset","","GB-BAS",NA,2020-05-29,"Friday",-77,-21,74,-52,-66,24
"GB","United Kingdom","England","Bath and North East Somerset","","GB-BAS",NA,2020-05-30,"Saturday",-82,-24,24,-46,-40,NA
"GB","United Kingdom","England","Bath and North East Somerset","","GB-BAS",NA,2020-05-31,"Sunday",-80,-24,60,-37,-44,NA
"GB","United Kingdom","England","Bath and North East Somerset","","GB-BAS",NA,2020-06-01,"Monday",-73,-22,66,-50,-63,21
"GB","United Kingdom","England","Bath and North East Somerset","","GB-BAS",NA,2020-06-02,"Tuesday",-72,-22,88,-49,-62,21
"GB","United Kingdom","England","Bath and North East Somerset","","GB-BAS",NA,2020-06-03,"Wednesday",-78,-30,-9,-61,-64,25
"GB","United Kingdom","England","Bath and North East Somerset","","GB-BAS",NA,2020-06-04,"Thursday",-75,-22,26,-56,-62,24
"GB","United Kingdom","England","Bath and North East Somerset","","GB-BAS",NA,2020-06-05,"Friday",-77,-24,26,-58,-62,24
"GB","United Kingdom","England","Bath and North East Somerset","","GB-BAS",NA,2020-06-06,"Saturday",-83,-29,-38,-62,-41,NA
"GB","United Kingdom","England","Bath and North East Somerset","","GB-BAS",NA,2020-06-07,"Sunday",-78,-26,42,-40,-39,NA
"GB","United Kingdom","England","Bath and North East Somerset","","GB-BAS",NA,2020-06-08,"Monday",-71,-25,42,-54,-60,22
"GB","United Kingdom","England","Bath and North East Somerset","","GB-BAS",NA,2020-06-09,"Tuesday",-72,-23,78,-51,-59,21
"GB","United Kingdom","England","Bath and North East Somerset","","GB-BAS",NA,2020-06-10,"Wednesday",-76,-27,14,-60,-61,23
"GB","United Kingdom","England","Bath and North East Somerset","","GB-BAS",NA,2020-06-11,"Thursday",-75,-26,-9,-62,-61,24
"GB","United Kingdom","England","Bath and North East Somerset","","GB-BAS",NA,2020-06-12,"Friday",-77,-28,-9,-62,-60,24
"GB","United Kingdom","England","Bath and North East Somerset","","GB-BAS",NA,2020-06-13,"Saturday",-78,-23,12,-52,-32,NA
"GB","United Kingdom","England","Bath and North East Somerset","","GB-BAS",NA,2020-06-14,"Sunday",-77,-28,34,-45,-36,NA
"GB","United Kingdom","England","Bath and North East Somerset","","GB-BAS",NA,2020-06-15,"Monday",-61,-21,82,-51,-59,19
"GB","United Kingdom","England","Bath and North East Somerset","","GB-BAS",NA,2020-06-16,"Tuesday",-63,-21,57,-52,-58,20
"GB","United Kingdom","England","Bath and North East Somerset","","GB-BAS",NA,2020-06-17,"Wednesday",-67,-25,25,-56,-60,22
"GB","United Kingdom","England","Bath and North East Somerset","","GB-BAS",NA,2020-06-18,"Thursday",-75,-28,-36,-65,-62,24
"GB","United Kingdom","England","Bath and North East Somerset","","GB-BAS",NA,2020-06-19,"Friday",-68,-18,21,-56,-58,22
"GB","United Kingdom","England","Bath and North East Somerset","","GB-BAS",NA,2020-06-20,"Saturday",-71,-18,20,-50,-28,NA
"GB","United Kingdom","England","Bath and North East Somerset","","GB-BAS",NA,2020-06-21,"Sunday",-69,-21,38,-40,-28,NA
"GB","United Kingdom","England","Bath and North East Somerset","","GB-BAS",NA,2020-06-22,"Monday",-60,-19,95,-50,-59,19
"GB","United Kingdom","England","Bath and North East Somerset","","GB-BAS",NA,2020-06-23,"Tuesday",-60,-16,119,-48,-59,18
"GB","United Kingdom","England","Bath and North East Somerset","","GB-BAS",NA,2020-06-24,"Wednesday",-64,-15,102,-49,-58,19
"GB","United Kingdom","England","Bath and North East Somerset","","GB-BAS",NA,2020-06-25,"Thursday",-62,-9,115,-46,-57,19
"GB","United Kingdom","England","Bath and North East Somerset","","GB-BAS",NA,2020-06-26,"Friday",-66,-15,77,-51,-57,19
"GB","United Kingdom","England","Bath and North East Somerset","","GB-BAS",NA,2020-06-27,"Saturday",-74,-23,-24,-55,-31,NA
"GB","United Kingdom","England","Bath and North East Somerset","","GB-BAS",NA,2020-06-28,"Sunday",-70,-26,18,-47,-32,NA
"GB","United Kingdom","England","Bath and North East Somerset","","GB-BAS",NA,2020-06-29,"Monday",-62,-22,28,-54,-58,20
"GB","United Kingdom","England","Bath and North East Somerset","","GB-BAS",NA,2020-06-30,"Tuesday",-60,-18,39,-52,-57,19
"GB","United Kingdom","England","Bath and North East Somerset","","GB-BAS",NA,2020-07-01,"Wednesday",-62,-21,35,-53,-57,20
"GB","United Kingdom","England","Bath and North East Somerset","","GB-BAS",NA,2020-07-02,"Thursday",-62,-21,28,-52,-57,20
"GB","United Kingdom","England","Bath and North East Somerset","","GB-BAS",NA,2020-07-03,"Friday",-65,-21,13,-52,-56,20
"GB","United Kingdom","England","Bath and North East Somerset","","GB-BAS",NA,2020-07-04,"Saturday",-63,-23,-22,-46,-24,NA
"GB","United Kingdom","England","Bath and North East Somerset","","GB-BAS",NA,2020-07-05,"Sunday",-56,-24,34,-34,-29,NA
"GB","United Kingdom","England","Bath and North East Somerset","","GB-BAS",NA,2020-07-06,"Monday",-50,-19,61,-45,-58,16
"GB","United Kingdom","England","Bath and North East Somerset","","GB-BAS",NA,2020-07-07,"Tuesday",-49,-19,68,-44,-56,17
"GB","United Kingdom","England","Bath and North East Somerset","","GB-BAS",NA,2020-07-08,"Wednesday",-55,-21,7,-51,-56,19
"GB","United Kingdom","England","Bath and North East Somerset","","GB-BAS",NA,2020-07-09,"Thursday",-52,-16,23,-47,-55,18
"GB","United Kingdom","England","Bath and North East Somerset","","GB-BAS",NA,2020-07-10,"Friday",-53,-16,64,-43,-54,15
"GB","United Kingdom","England","Bath and North East Somerset","","GB-BAS",NA,2020-07-11,"Saturday",-55,-17,40,-30,-18,5
"GB","United Kingdom","England","Bath and North East Somerset","","GB-BAS",NA,2020-07-12,"Sunday",-49,-19,80,-22,-22,NA
"GB","United Kingdom","England","Bath and North East Somerset","","GB-BAS",NA,2020-07-13,"Monday",-46,-19,NA,-45,-56,16
"GB","United Kingdom","England","Bath and North East Somerset","","GB-BAS",NA,2020-07-14,"Tuesday",-43,-17,62,-44,-55,16
"GB","United Kingdom","England","Bedford","","GB-BDF",NA,2020-02-15,"Saturday",-11,-4,-50,-11,-2,2
"GB","United Kingdom","England","Bedford","","GB-BDF",NA,2020-02-16,"Sunday",-10,-6,-54,-32,-1,1
"GB","United Kingdom","England","Bedford","","GB-BDF",NA,2020-02-17,"Monday",9,2,NA,-5,-18,3
"GB","United Kingdom","England","Bedford","","GB-BDF",NA,2020-02-18,"Tuesday",9,-3,NA,-10,-16,3
"GB","United Kingdom","England","Bedford","","GB-BDF",NA,2020-02-19,"Wednesday",6,1,-2,-9,-16,3
"GB","United Kingdom","England","Bedford","","GB-BDF",NA,2020-02-20,"Thursday",2,0,-17,-14,-18,3
"GB","United Kingdom","England","Bedford","","GB-BDF",NA,2020-02-21,"Friday",3,2,9,-8,-19,3
"GB","United Kingdom","England","Bedford","","GB-BDF",NA,2020-02-22,"Saturday",-7,0,-3,-2,-3,0
"GB","United Kingdom","England","Bedford","","GB-BDF",NA,2020-02-23,"Sunday",-7,2,-20,-24,0,0
"GB","United Kingdom","England","Bedford","","GB-BDF",NA,2020-02-24,"Monday",-5,1,NA,-5,-1,1
"GB","United Kingdom","England","Bedford","","GB-BDF",NA,2020-02-25,"Tuesday",-4,4,NA,-4,-1,0
"GB","United Kingdom","England","Bedford","","GB-BDF",NA,2020-02-26,"Wednesday",0,-1,-9,-5,0,1
"GB","United Kingdom","England","Bedford","","GB-BDF",NA,2020-02-27,"Thursday",-2,2,-15,-6,-2,1
"GB","United Kingdom","England","Bedford","","GB-BDF",NA,2020-02-28,"Friday",-1,3,-24,-4,-3,1
"GB","United Kingdom","England","Bedford","","GB-BDF",NA,2020-02-29,"Saturday",2,2,-25,5,-3,0
"GB","United Kingdom","England","Bedford","","GB-BDF",NA,2020-03-01,"Sunday",3,4,0,8,0,0
"GB","United Kingdom","England","Bedford","","GB-BDF",NA,2020-03-02,"Monday",1,5,NA,-4,-2,0
"GB","United Kingdom","England","Bedford","","GB-BDF",NA,2020-03-03,"Tuesday",2,4,NA,-3,-1,1
"GB","United Kingdom","England","Bedford","","GB-BDF",NA,2020-03-04,"Wednesday",3,4,-13,-4,0,1
"GB","United Kingdom","England","Bedford","","GB-BDF",NA,2020-03-05,"Thursday",-2,4,-23,-7,-1,1
"GB","United Kingdom","England","Bedford","","GB-BDF",NA,2020-03-06,"Friday",1,6,NA,-1,-2,0
"GB","United Kingdom","England","Bedford","","GB-BDF",NA,2020-03-07,"Saturday",-2,2,6,-2,0,0
"GB","United Kingdom","England","Bedford","","GB-BDF",NA,2020-03-08,"Sunday",-1,6,-1,-12,0,0
"GB","United Kingdom","England","Bedford","","GB-BDF",NA,2020-03-09,"Monday",-2,3,NA,-3,-1,1
"GB","United Kingdom","England","Bedford","","GB-BDF",NA,2020-03-10,"Tuesday",-4,5,NA,-6,-1,1
"GB","United Kingdom","England","Bedford","","GB-BDF",NA,2020-03-11,"Wednesday",-4,6,2,-7,-2,1
"GB","United Kingdom","England","Bedford","","GB-BDF",NA,2020-03-12,"Thursday",-3,13,-6,-12,-3,2
"GB","United Kingdom","England","Bedford","","GB-BDF",NA,2020-03-13,"Friday",-6,16,NA,-11,-4,2
"GB","United Kingdom","England","Bedford","","GB-BDF",NA,2020-03-14,"Saturday",-10,9,-15,-21,-4,2
"GB","United Kingdom","England","Bedford","","GB-BDF",NA,2020-03-15,"Sunday",-17,5,-38,-30,-3,2
"GB","United Kingdom","England","Bedford","","GB-BDF",NA,2020-03-16,"Monday",-6,25,NA,-15,-7,3
"GB","United Kingdom","England","Bedford","","GB-BDF",NA,2020-03-17,"Tuesday",-12,25,NA,-27,-14,7
"GB","United Kingdom","England","Bedford","","GB-BDF",NA,2020-03-18,"Wednesday",-19,31,-9,-33,-20,10
"GB","United Kingdom","England","Bedford","","GB-BDF",NA,2020-03-19,"Thursday",-20,32,-6,-38,-25,11
"GB","United Kingdom","England","Bedford","","GB-BDF",NA,2020-03-20,"Friday",-28,15,2,-36,-26,12
"GB","United Kingdom","England","Bedford","","GB-BDF",NA,2020-03-21,"Saturday",-44,2,-1,-45,-21,10
"GB","United Kingdom","England","Bedford","","GB-BDF",NA,2020-03-22,"Sunday",-55,-14,18,-44,-24,NA
"GB","United Kingdom","England","Bedford","","GB-BDF",NA,2020-03-23,"Monday",-40,-6,NA,-49,-42,17
"GB","United Kingdom","England","Bedford","","GB-BDF",NA,2020-03-24,"Tuesday",-73,-21,NA,-63,-53,24
"GB","United Kingdom","England","Bedford","","GB-BDF",NA,2020-03-25,"Wednesday",-76,-23,NA,-65,-59,26
"GB","United Kingdom","England","Bedford","","GB-BDF",NA,2020-03-26,"Thursday",-75,-24,-4,-66,-61,27
"GB","United Kingdom","England","Bedford","","GB-BDF",NA,2020-03-27,"Friday",-78,-25,-17,-64,-62,28
"GB","United Kingdom","England","Bedford","","GB-BDF",NA,2020-03-28,"Saturday",-85,-40,-54,-72,-51,NA
"GB","United Kingdom","England","Bedford","","GB-BDF",NA,2020-03-29,"Sunday",-86,-47,-51,-72,-49,NA
"GB","United Kingdom","England","Bedford","","GB-BDF",NA,2020-03-30,"Monday",-78,-30,-25,-70,-65,27
"GB","United Kingdom","England","Bedford","","GB-BDF",NA,2020-03-31,"Tuesday",-76,-29,NA,-70,-66,28
"GB","United Kingdom","England","Bedford","","GB-BDF",NA,2020-04-01,"Wednesday",-78,-31,-20,-70,-67,29
"GB","United Kingdom","England","Bedford","","GB-BDF",NA,2020-04-02,"Thursday",-77,-29,-9,-72,-66,29
"GB","United Kingdom","England","Bedford","","GB-BDF",NA,2020-04-03,"Friday",-78,-28,-9,-68,-66,29
"GB","United Kingdom","England","Bedford","","GB-BDF",NA,2020-04-04,"Saturday",-83,-38,-26,-66,-51,NA
"GB","United Kingdom","England","Bedford","","GB-BDF",NA,2020-04-05,"Sunday",-83,-42,-21,-67,-47,NA
"GB","United Kingdom","England","Bedford","","GB-BDF",NA,2020-04-06,"Monday",-75,-29,NA,-67,-67,27
"GB","United Kingdom","England","Bedford","","GB-BDF",NA,2020-04-07,"Tuesday",-75,-29,NA,-67,-67,28
"GB","United Kingdom","England","Bedford","","GB-BDF",NA,2020-04-08,"Wednesday",-74,-23,NA,-65,-66,28
"GB","United Kingdom","England","Bedford","","GB-BDF",NA,2020-04-09,"Thursday",-73,-14,2,-62,-67,28
"GB","United Kingdom","England","Bedford","","GB-BDF",NA,2020-04-10,"Friday",-79,-31,7,-70,-80,33
"GB","United Kingdom","England","Bedford","","GB-BDF",NA,2020-04-11,"Saturday",-82,-34,-26,-63,-56,NA
"GB","United Kingdom","England","Bedford","","GB-BDF",NA,2020-04-12,"Sunday",-90,-69,-24,-65,-54,NA
"GB","United Kingdom","England","Bedford","","GB-BDF",NA,2020-04-13,"Monday",-81,-43,-22,-78,-83,33
"GB","United Kingdom","England","Bedford","","GB-BDF",NA,2020-04-14,"Tuesday",-73,-27,NA,-67,-67,28
"GB","United Kingdom","England","Bedford","","GB-BDF",NA,2020-04-15,"Wednesday",-74,-27,NA,-64,-66,28
"GB","United Kingdom","England","Bedford","","GB-BDF",NA,2020-04-16,"Thursday",-73,-25,NA,-65,-66,28
"GB","United Kingdom","England","Bedford","","GB-BDF",NA,2020-04-17,"Friday",-77,-28,-2,-66,-65,29
"GB","United Kingdom","England","Bedford","","GB-BDF",NA,2020-04-18,"Saturday",-83,-39,-47,-66,-51,NA
"GB","United Kingdom","England","Bedford","","GB-BDF",NA,2020-04-19,"Sunday",-82,-40,-4,-58,-42,NA
"GB","United Kingdom","England","Bedford","","GB-BDF",NA,2020-04-20,"Monday",-73,-30,NA,-64,-65,27
"GB","United Kingdom","England","Bedford","","GB-BDF",NA,2020-04-21,"Tuesday",-73,-28,NA,-62,-64,27
"GB","United Kingdom","England","Bedford","","GB-BDF",NA,2020-04-22,"Wednesday",-73,-26,18,-62,-64,27
"GB","United Kingdom","England","Bedford","","GB-BDF",NA,2020-04-23,"Thursday",-73,-24,21,-61,-64,27
"GB","United Kingdom","England","Bedford","","GB-BDF",NA,2020-04-24,"Friday",-74,-22,18,-59,-63,27
"GB","United Kingdom","England","Bedford","","GB-BDF",NA,2020-04-25,"Saturday",-80,-32,-14,-58,-47,NA
